Date,Open,High,Low,Close,Adj Close,Volume
2020-03-09 00:00:00-04:00,51.54999923706055,54.13999938964844,51.060001373291016,51.83000183105469,48.9205436706543,13781100
2020-03-10 00:00:00-04:00,53.709999084472656,54.619998931884766,52.4900016784668,54.5099983215332,51.45009994506836,11698700
2020-03-11 00:00:00-04:00,53.11000061035156,53.560001373291016,52.09000015258789,52.2400016784668,49.307533264160156,14498000
2020-03-12 00:00:00-04:00,49.65999984741211,50.9900016784668,48.5099983215332,48.689998626708984,45.95680618286133,15942200
2020-03-13 00:00:00-04:00,51.900001525878906,52.459999084472656,49.290000915527344,52.22999954223633,49.2980842590332,14948700
2020-03-16 00:00:00-04:00,46.34000015258789,48.349998474121094,44.900001525878906,44.900001525878906,42.37955856323242,16628200
2020-03-17 00:00:00-04:00,45.75,48.560001373291016,45.029998779296875,48.540000915527344,45.81521987915039,13415700
2020-03-18 00:00:00-04:00,43.79999923706055,46.09000015258789,43.2599983215332,44.369998931884766,41.879302978515625,15018500
2020-03-19 00:00:00-04:00,43.7400016784668,45.18000030517578,42.70000076293945,43.88999938964844,41.819278717041016,11182600
2020-03-20 00:00:00-04:00,48.02000045776367,48.279998779296875,44.47999954223633,44.529998779296875,42.4290771484375,14157700
2020-03-23 00:00:00-04:00,45.119998931884766,45.61000061035156,43.52000045776367,45.2599983215332,43.12464141845703,10508600
2020-03-24 00:00:00-04:00,48.0,48.91999816894531,47.5,48.869998931884766,46.56431579589844,12216200
2020-03-25 00:00:00-04:00,49.29999923706055,50.04999923706055,48.04999923706055,49.0,46.68818664550781,9796600
2020-03-26 00:00:00-04:00,49.099998474121094,50.459999084472656,48.91999816894531,49.869998931884766,47.51713943481445,10577500
2020-03-27 00:00:00-04:00,47.22999954223633,48.09000015258789,46.5099983215332,46.90999984741211,44.69679260253906,12158500
2020-03-30 00:00:00-04:00,47.18000030517578,48.15999984741211,46.77000045776367,47.81999969482422,45.56386184692383,8428300
2020-03-31 00:00:00-04:00,47.79999923706055,49.029998779296875,47.65999984741211,47.790000915527344,45.5352783203125,9595700
2020-04-01 00:00:00-04:00,46.83000183105469,47.560001373291016,46.29999923706055,46.5099983215332,44.315670013427734,8755200
2020-04-02 00:00:00-04:00,46.91999816894531,48.220001220703125,46.61000061035156,48.130001068115234,45.85923385620117,6174700
2020-04-03 00:00:00-04:00,47.790000915527344,48.150001525878906,46.779998779296875,47.060001373291016,44.839717864990234,5486200
2020-04-06 00:00:00-04:00,48.630001068115234,50.099998474121094,48.5099983215332,49.970001220703125,47.612430572509766,7370300
2020-04-07 00:00:00-04:00,51.290000915527344,51.31999969482422,49.65999984741211,49.720001220703125,47.37421798706055,6568700
2020-04-08 00:00:00-04:00,50.209999084472656,50.599998474121094,49.540000915527344,50.27000045776367,47.898277282714844,6325900
2020-04-09 00:00:00-04:00,50.279998779296875,50.65999984741211,47.720001220703125,48.33000183105469,46.049800872802734,12274000
2020-04-13 00:00:00-04:00,48.7400016784668,49.09000015258789,47.959999084472656,48.75,46.449989318847656,9873200
2020-04-14 00:00:00-04:00,50.0,51.27000045776367,49.95000076293945,50.630001068115234,48.24129104614258,11068800
2020-04-15 00:00:00-04:00,49.7599983215332,49.970001220703125,49.040000915527344,49.65999984741211,47.31705093383789,9398100
2020-04-16 00:00:00-04:00,51.810001373291016,53.13999938964844,51.68000030517578,52.400001525878906,49.92778396606445,18615900
2020-04-17 00:00:00-04:00,54.130001068115234,54.189998626708984,53.0,53.689998626708984,51.156917572021484,11288500
2020-04-20 00:00:00-04:00,53.0,53.81999969482422,52.560001373291016,52.59000015258789,50.10881423950195,9901700
2020-04-21 00:00:00-04:00,51.599998474121094,51.810001373291016,50.52000045776367,51.369998931884766,48.94637680053711,13102500
2020-04-22 00:00:00-04:00,52.47999954223633,53.11000061035156,52.40999984741211,52.95000076293945,50.45182800292969,8255500
2020-04-23 00:00:00-04:00,52.810001373291016,53.130001068115234,52.2599983215332,52.63999938964844,50.156455993652344,7619900
2020-04-24 00:00:00-04:00,52.599998474121094,52.88999938964844,52.0,52.72999954223633,50.242210388183594,5701800
2020-04-27 00:00:00-04:00,53.150001525878906,53.75,52.970001220703125,53.5099983215332,50.985408782958984,5812300
2020-04-28 00:00:00-04:00,53.5099983215332,53.72999954223633,52.68000030517578,52.7599983215332,50.270790100097656,8561100
2020-04-29 00:00:00-04:00,53.75,54.689998626708984,53.43000030517578,54.47999954223633,51.909645080566406,8565500
2020-04-30 00:00:00-04:00,54.20000076293945,54.40999984741211,52.959999084472656,53.130001068115234,50.62333679199219,6337900
2020-05-01 00:00:00-04:00,52.47999954223633,52.560001373291016,51.09000015258789,51.099998474121094,48.68911361694336,10238700
2020-05-04 00:00:00-04:00,51.790000915527344,52.18000030517578,51.279998779296875,52.150001525878906,49.689579010009766,7514000
2020-05-05 00:00:00-04:00,52.209999084472656,52.58000183105469,51.58000183105469,51.709999084472656,49.27033233642578,7780700
2020-05-06 00:00:00-04:00,52.11000061035156,52.619998931884766,52.0,52.130001068115234,49.6705207824707,8206700
2020-05-07 00:00:00-04:00,52.95000076293945,52.97999954223633,52.099998474121094,52.33000183105469,49.861080169677734,5493400
2020-05-08 00:00:00-04:00,52.619998931884766,53.34000015258789,52.470001220703125,52.90999984741211,50.413719177246094,6086000
2020-05-11 00:00:00-04:00,52.61000061035156,52.83000183105469,52.380001068115234,52.400001525878906,49.92778396606445,6459300
2020-05-12 00:00:00-04:00,52.63999938964844,52.63999938964844,51.08000183105469,51.099998474121094,48.68911361694336,8584500
2020-05-13 00:00:00-04:00,51.90999984741211,52.02000045776367,50.47999954223633,50.91999816894531,48.51760482788086,8611000
2020-05-14 00:00:00-04:00,50.43000030517578,52.150001525878906,49.790000915527344,52.099998474121094,49.64193344116211,13695600
2020-05-15 00:00:00-04:00,50.560001373291016,51.04999923706055,49.380001068115234,49.79999923706055,47.45044708251953,17777200
2020-05-18 00:00:00-04:00,50.939998626708984,52.189998626708984,50.77000045776367,51.869998931884766,49.42278289794922,12726500
2020-05-19 00:00:00-04:00,51.349998474121094,51.459999084472656,50.79999923706055,50.810001373291016,48.41279983520508,12940300
2020-05-20 00:00:00-04:00,51.58000183105469,52.09000015258789,50.5,51.84000015258789,49.394195556640625,8406200
2020-05-21 00:00:00-04:00,52.099998474121094,52.209999084472656,50.689998626708984,50.75,48.355621337890625,7842600
2020-05-22 00:00:00-04:00,50.84000015258789,50.86000061035156,49.61000061035156,49.79999923706055,47.45044708251953,12462300
2020-05-26 00:00:00-04:00,51.29999923706055,51.400001525878906,50.790000915527344,50.81999969482422,48.42232131958008,8872000
2020-05-27 00:00:00-04:00,51.029998779296875,51.7400016784668,50.75,51.7400016784668,49.298919677734375,11405700
2020-05-28 00:00:00-04:00,51.459999084472656,51.619998931884766,50.099998474121094,50.279998779296875,47.907798767089844,8178700
2020-05-29 00:00:00-04:00,50.34000015258789,50.72999954223633,49.86000061035156,50.33000183105469,47.9554443359375,10918500
2020-06-01 00:00:00-04:00,50.90999984741211,51.279998779296875,50.540000915527344,51.029998779296875,48.622413635253906,6187300
2020-06-02 00:00:00-04:00,51.45000076293945,52.040000915527344,51.290000915527344,52.0099983215332,49.556175231933594,6063600
2020-06-03 00:00:00-04:00,52.63999938964844,53.25,52.41999816894531,53.060001373291016,50.556644439697266,8380200
2020-06-04 00:00:00-04:00,53.060001373291016,54.369998931884766,53.029998779296875,54.279998779296875,51.71908187866211,13269500
