Date,Open,High,Low,Close,Adj Close,Volume
2020-03-06 00:00:00-05:00,66.5199966430664,67.09750366210938,64.5,66.51000213623047,66.32015228271484,51541200
2020-03-09 00:00:00-04:00,59.974998474121094,64.8499984741211,59.54499816894531,61.36000061035156,61.18486404418945,61416000
2020-03-10 00:00:00-04:00,64.13500213623047,65.2699966430664,61.497501373291016,65.2699966430664,65.08369445800781,58064800
2020-03-11 00:00:00-04:00,63.8650016784668,64.1500015258789,60.64250183105469,61.61750030517578,61.441619873046875,49996400
2020-03-12 00:00:00-04:00,56.3650016784668,59.029998779296875,53.95000076293945,54.07749938964844,53.92313766479492,81654000
2020-03-13 00:00:00-04:00,57.625,60.255001068115234,54.90250015258789,60.209999084472656,60.03813552856445,63483600
2020-03-16 00:00:00-04:00,53.102500915527344,56.525001525878906,48.5,49.099998474121094,48.95984649658203,72697200
2020-03-17 00:00:00-04:00,50.227500915527344,55.21500015258789,47.75,54.317501068115234,54.16245651245117,83363200
2020-03-18 00:00:00-04:00,50.025001525878906,52.48500061035156,45.16999816894531,50.70500183105469,50.56026840209961,87426800
2020-03-19 00:00:00-04:00,50.4900016784668,54.182498931884766,48.34749984741211,53.24250030517578,53.09052658081055,76551200
2020-03-20 00:00:00-04:00,54.75,57.58000183105469,51.282501220703125,51.4375,51.29067611694336,80463600
2020-03-23 00:00:00-04:00,51.4275016784668,54.119998931884766,49.630001068115234,53.17250061035156,53.020721435546875,64387600
2020-03-24 00:00:00-04:00,57.25,63.165000915527344,57.01250076293945,62.29499816894531,62.1171875,110164400
2020-03-25 00:00:00-04:00,63.45000076293945,65.45500183105469,60.915000915527344,61.404998779296875,61.2297248840332,79343200
2020-03-26 00:00:00-04:00,63.48500061035156,65.55500030517578,62.5,64.30999755859375,64.1264419555664,69610800
2020-03-27 00:00:00-04:00,62.5,65.77999877929688,62.16999816894531,63.182498931884766,63.00215148925781,63882800
2020-03-30 00:00:00-04:00,63.84000015258789,66.48999786376953,63.397499084472656,66.39749908447266,66.20797729492188,60225200
2020-03-31 00:00:00-04:00,66.80000305175781,68.8499984741211,64.4375,65.9000015258789,65.7118911743164,94996000
2020-04-01 00:00:00-04:00,63.912498474121094,65.38249969482422,60.31999969482422,60.76750183105469,60.594051361083984,65691200
2020-04-02 00:00:00-04:00,61.060001373291016,64.0,60.57749938964844,63.86750030517578,63.68519592285156,67576400
2020-04-03 00:00:00-04:00,63.4900016784668,63.907501220703125,59.59749984741211,60.977500915527344,60.80345153808594,66321200
2020-04-06 00:00:00-04:00,63.810001373291016,67.47000122070312,63.23249816894531,67.0999984741211,66.90847778320312,72788400
2020-04-07 00:00:00-04:00,69.32499694824219,69.5625,64.32499694824219,64.75749969482422,64.5726547241211,78452000
2020-04-08 00:00:00-04:00,65.85250091552734,66.98750305175781,65.1500015258789,66.73750305175781,66.54700469970703,54244400
2020-04-09 00:00:00-04:00,68.0,68.2300033569336,65.1050033569336,65.73750305175781,65.54986572265625,52556400
2020-04-13 00:00:00-04:00,65.13749694824219,67.55000305175781,64.25,67.4625015258789,67.26993560791016,39840800
2020-04-14 00:00:00-04:00,68.75,71.33000183105469,68.47250366210938,70.98750305175781,70.78486633300781,53094800
2020-04-15 00:00:00-04:00,69.30000305175781,71.0425033569336,68.84500122070312,70.20999908447266,70.00960540771484,36614800
2020-04-16 00:00:00-04:00,71.7699966430664,74.75,71.63749694824219,73.67500305175781,73.46469116210938,74562000
2020-04-17 00:00:00-04:00,74.5,74.71499633789062,71.73500061035156,73.08000183105469,72.87139892578125,53912000
2020-04-20 00:00:00-04:00,71.80999755859375,73.375,71.31749725341797,71.76249694824219,71.55765533447266,44938800
2020-04-21 00:00:00-04:00,70.57749938964844,71.19249725341797,66.77749633789062,67.37750244140625,67.18517303466797,73516000
