Date,Open,High,Low,Close,Adj Close,Volume
2020-03-09 00:00:00-04:00,2.4600000381469727,2.549999952316284,2.239000082015991,2.3399999141693115,2.3399999141693115,153100
2020-03-10 00:00:00-04:00,2.496000051498413,2.496999979019165,2.2200000286102295,2.3970000743865967,2.3970000743865967,113300
2020-03-11 00:00:00-04:00,2.325000047683716,2.3299999237060547,2.1449999809265137,2.1510000228881836,2.1510000228881836,101600
2020-03-12 00:00:00-04:00,1.965000033378601,2.1530001163482666,1.875,1.9249999523162842,1.9249999523162842,115900
2020-03-13 00:00:00-04:00,2.2200000286102295,2.2269999980926514,2.009999990463257,2.2100000381469727,2.2100000381469727,57400
2020-03-16 00:00:00-04:00,2.0,2.058000087738037,1.899999976158142,1.909999966621399,1.909999966621399,98700
2020-03-17 00:00:00-04:00,1.9179999828338623,1.9259999990463257,1.7999999523162842,1.809999942779541,1.809999942779541,53500
2020-03-18 00:00:00-04:00,1.9500000476837158,2.0,1.4600000381469727,1.6299999952316284,1.6299999952316284,112600
2020-03-19 00:00:00-04:00,1.6299999952316284,1.7319999933242798,1.5399999618530273,1.6679999828338623,1.6679999828338623,61700
2020-03-20 00:00:00-04:00,1.7899999618530273,1.8250000476837158,1.6649999618530273,1.6649999618530273,1.6649999618530273,49500
2020-03-23 00:00:00-04:00,1.715999960899353,1.715999960899353,1.593000054359436,1.593000054359436,1.593000054359436,38900
2020-03-24 00:00:00-04:00,1.940000057220459,2.0199999809265137,1.7200000286102295,1.8550000190734863,1.8550000190734863,199600
2020-03-25 00:00:00-04:00,1.9850000143051147,2.2200000286102295,1.975000023841858,2.1689999103546143,2.1689999103546143,325500
2020-03-26 00:00:00-04:00,2.190000057220459,2.259999990463257,2.0999999046325684,2.1500000953674316,2.1500000953674316,181900
2020-03-27 00:00:00-04:00,2.1500000953674316,2.2909998893737793,2.0199999809265137,2.250999927520752,2.250999927520752,118000
2020-03-30 00:00:00-04:00,2.359999895095825,2.690999984741211,2.2200000286102295,2.5139999389648438,2.5139999389648438,123600
2020-03-31 00:00:00-04:00,2.5399999618530273,2.6549999713897705,2.4539999961853027,2.549999952316284,2.549999952316284,105700
2020-04-01 00:00:00-04:00,2.5480000972747803,2.572999954223633,2.390000104904175,2.5380001068115234,2.5380001068115234,34900
2020-04-02 00:00:00-04:00,2.5,2.6700000762939453,2.4860000610351562,2.5899999141693115,2.5899999141693115,10600
2020-04-03 00:00:00-04:00,2.5999999046325684,2.5999999046325684,2.5,2.5399999618530273,2.5399999618530273,9000
2020-04-06 00:00:00-04:00,2.515000104904175,2.628999948501587,2.4600000381469727,2.5,2.5,48100
2020-04-07 00:00:00-04:00,2.509999990463257,2.683000087738037,2.496999979019165,2.497999906539917,2.497999906539917,23000
2020-04-08 00:00:00-04:00,2.4800000190734863,2.571000099182129,2.4800000190734863,2.5,2.5,16500
2020-04-09 00:00:00-04:00,2.5290000438690186,2.5399999618530273,2.4140000343322754,2.4739999771118164,2.4739999771118164,43700
